// ============================================================================
//   SilentDevs Drop Configuration
//   ..........................................................................
//   Emulator : SilentDevs MU Online Emulator
//   Website  : https://www.SilentDevs.net
//   Author   : SilentDevs Development
//   Notice   : This file is part of the SilentDevs MuOnline Server files.
// ============================================================================


2
// -------------------------------------------------------------
// Index   MapNumber   Rate_AL0   Rate_AL1   Rate_AL2   Rate_AL3
// -------------------------------------------------------------
   0       *             100         100         100         100
end

3
// --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
// Index   Group   SectionRate   ItemDropRate   MoneyAmount   SetItemDropRate   ItemDropCount   EffectValue   RewardType   Coin1   Coin2   Coin3   DW   DK   FE   MG   DL   SU   RF
// --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   0       0       7000          100             0             0                 3               0             0             0       0       0     1     1    1    1    1    1    1
   0       1       3000          100             0             0                 3               0             0             0       0       0     1     1    1    1    1    1    1
end

4
// ---------------------------------------------------------------------------------------------------------------------------------------
// Group   Index     Level   Grade   Durability   Option0   Option1   Option2   Option3   Option4   Option5   Option6   Duration   Comment
// ---------------------------------------------------------------------------------------------------------------------------------------
// Group 0 - Excellent Kundun items [Level +1~4, Skill/Luck where applicable]
   0       00,017   0       0       0            30        12        12        *         21        *         *         0         //Dark Breaker [Level +1~4, Skill, Luck , Exc 1~3]
   0       00,018   0       0       0            30        12        12        *         21        *         *         0         //Thunder Blade [Level +1~4, Skill, Luck , Exc 1~3]
   0       00,031   0       0       0            30        12        12        *         21        *         *         0         //Rune Blade [Level +1~4, Skill, Luck , Exc 1~3]
   0       00,020   0       0       0            30        12        12        *         21        *         *         0         //Knight Blade [Level +1~4, Skill, Luck , Exc 1~3]
   0       00,021   0       0       0            30        12        12        *         21        *         *         0         //Dark Reign Blade [Level +1~4, Skill, Luck , Exc 1~3]
   0       00,022   0       0       0            30        12        12        *         21        *         *         0         //Bone Blade [Level +1~4, Skill, Luck , Exc 1~3]
   0       00,023   0       0       0            30        12        12        *         21        *         *         0         //Explosion Blade [Level +1~4, Skill, Luck , Exc 1~3]
   0       04,019   0       0       0            30        12        12        *         21        *         *         0         //Great Reign Crossbow [Level +1~4, Skill, Luck , Exc 1~3]
   0       04,020   0       0       0            30        12        12        *         21        *         *         0         //Arrow Viper Bow [Level +1~4, Skill, Luck , Exc 1~3]
   0       04,021   0       0       0            30        12        12        *         21        *         *         0         //Sylph Wind Bow [Level +1~4, Skill, Luck , Exc 1~3]
   0       02,014   0       0       0            30        12        12        *         21        *         *         0         //Soleil Scepter [Level +1~4, Skill, Luck , Exc 1~3]
   0       05,009   0       0       0            30        *         12        *         21        *         *         0         //Dragon Soul Staff [Level +1~4, Luck , Exc 1~3]
   1       08,007    0       0       0            30        *         12        *         *         14        *         0          //Sphinx Armor [ACC Heras/Minet, Level +1~4, Luck]
   1       08,008    0       0       0            30        *         12        *         *         12        *         0          //Brass Armor [ACC Garuda, Level +1~4, Luck]
   1       08,009    0       0       0            30        *         12        *         *         14        *         0          //Plate Armor [ACC Kantata/Rave, Level +1~4, Luck]
   1       08,010    0       0       0            30        *         12        *         *         12        *         0          //Vine Armor [ACC Drake, Level +1~4, Luck]
   1       08,011    0       0       0            30        *         12        *         *         12        *         0          //Silk Armor [ACC Gaia, Level +1~4, Luck]
   1       08,012    0       0       0            30        *         12        *         *         12        *         0          //Wind Armor [ACC Odin, Level +1~4, Luck]
   1       08,013    0       0       0            30        *         12        *         *         12        *         0          //Spirit Armor [ACC Argo, Level +1~4, Luck]
   1       08,014    0       0       0            30        *         12        *         *         14        *         0          //Guardian Armor [ACC Gywen/Aruan, Level +1~4, Luck]
   1       08,015    0       0       0            30        *         12        *         *         14        *         0          //Storm Crow Armor [ACC Gaion/Muren, Level +1~4, Luck]
   1       08,026    0       0       0            30        *         12        *         *         12        *         0          //Adamantine Armor [ACC Agnis, Level +1~4, Luck]
   1       08,040    0       0       0            30        *         12        *         *         13        *         0          //Red Wing Armor [ACC Sedemen, Level +1~4, Luck]
   1       08,059    0       0       0            30        *         12        *         *         14        *         0          //Sacred Fire Armor [ACC Vega/Chamer, Level +1~4, Luck]
   1       08,062    0       0       0            30        *         12        *         *         12        *         0          //Scale Armor [ACC Moros, Level +1~4, Luck]
   1       08,063    0       0       0            30        *         12        *         *         12        *         0          //Silk Armor [ACC Dione, Level +1~4, Luck]
   1       08,064    0       0       0            30        *         12        *         *         12        *         0          //Sphinx Armor [ACC Hades, Level +1~4, Luck]
   1       08,065    0       0       0            30        *         12        *         *         12        *         0          //Violent Wind Armor [ACC Ophion, Level +1~4, Luck]
   1       08,066    0       0       0            30        *         12        *         *         12        *         0          //Dark Soul Armor [ACC Meter, Level +1~4, Luck]
   1       08,067    0       0       0            30        *         12        *         *         12        *         0          //Dragon Armor [ACC Hegaton, Level +1~4, Luck]
   1       08,068    0       0       0            30        *         12        *         *         12        *         0          //Guardian Armor [ACC Castol, Level +1~4, Luck]
   1       08,069    0       0       0            30        *         12        *         *         12        *         0          //Legendary Armor [ACC Taros, Level +1~4, Luck]
   1       08,070    0       0       0            30        *         12        *         *         12        *         0          //Red Wing Armor [ACC Nemesis, Level +1~4, Luck]
   1       08,071    0       0       0            30        *         12        *         *         12        *         0          //Atlans Armor [ACC Amis, Level +1~4, Luck]
   1       08,072    0       0       0            30        *         12        *         *         12        *         0          //Storm Jahad Armor [ACC Trite, Level +1~4, Luck]
   1       09,000    0       0       0            30        *         12        *         *         14        *         0          //Bronze Pants [ACC Hyperion/Mist, Level +1~4, Luck]
   1       09,001    0       0       0            30        *         12        *         *         13        *         0          //Dragon Pants [ACC Vicious, Level +1~4, Luck]
   1       09,002    0       0       0            30        *         12        *         *         14        *         0          //Pad Pants [ACC Apollo/Barnake, Level +1~4, Luck]
   1       09,003    0       0       0            30        *         12        *         *         13        *         0          //Legendary Pants [ACC Isis, Level +1~4, Luck]
   1       09,004    0       0       0            30        *         12        *         *         12        *         0          //Bone Pants [ACC Evis, Level +1~4, Luck]
   1       09,005    0       0       0            30        *         12        *         *         14        *         0          //Leather Pants [ACC Warrior/Anonymous, Level +1~4, Luck]
   1       09,006    0       0       0            30        *         12        *         *         14        *         0          //Scale Pants [ACC Eplete/Berserker, Level +1~4, Luck]
   1       09,007    0       0       0            30        *         12        *         *         14        *         0          //Sphinx Pants [ACC Heras/Minet, Level +1~4, Luck]
   1       09,008    0       0       0            30        *         12        *         *         14        *         0          //Brass Pants [ACC Garuda/Cloud, Level +1~4, Luck]
   1       09,009    0       0       0            30        *         12        *         *         14        *         0          //Plate Pants [ACC Kantata/Rave, Level +1~4, Luck]
   1       09,010    0       0       0            30        *         12        *         *         14        *         0          //Vine Pants [ACC Ceto/Drake, Level +1~4, Luck]
   1       09,011    0       0       0            30        *         12        *         *         14        *         0          //Silk Pants [ACC Gaia/Fase, Level +1~4, Luck]
   1       09,012    0       0       0            30        *         12        *         *         14        *         0          //Wind Pants [ACC Odin/Elvian, Level +1~4, Luck]
   1       09,013    0       0       0            30        *         12        *         *         14        *         0          //Spirit Pants [ACC Argo/Karis, Level +1~4, Luck]
   1       09,014    0       0       0            30        *         12        *         *         13        *         0          //Guardian Pants [ACC Aruan, Level +1~4, Luck]
   1       09,015    0       0       0            30        *         12        *         *         14        *         0          //Storm Crow Pants [ACC Gaion/Muren, Level +1~4, Luck]
   1       09,026    0       0       0            30        *         12        *         *         14        *         0          //Adamantine Pants [ACC Agnis/Broy, Level +1~4, Luck]
   1       09,040    0       0       0            30        *         12        *         *         12        *         0          //Red Wing Pants [ACC Chrono, Level +1~4, Luck]
   1       09,059    0       0       0            30        *         12        *         *         14        *         0          //Sacred Fire Pants [ACC Vega/Chamer, Level +1~4, Luck]
   1       09,062    0       0       0            30        *         12        *         *         12        *         0          //Scale Pants [ACC Moros, Level +1~4, Luck]
   1       09,063    0       0       0            30        *         12        *         *         12        *         0          //Silk Pants [ACC Dione, Level +1~4, Luck]
   1       09,064    0       0       0            30        *         12        *         *         12        *         0          //Sphinx Pants [ACC Hades, Level +1~4, Luck]
   1       09,065    0       0       0            30        *         12        *         *         12        *         0          //Violent Wind Pants [ACC Ophion, Level +1~4, Luck]
   1       09,066    0       0       0            30        *         12        *         *         12        *         0          //Dark Soul Pants [ACC Meter, Level +1~4, Luck]
   1       09,067    0       0       0            30        *         12        *         *         12        *         0          //Dragon Pants [ACC Hegaton, Level +1~4, Luck]
   1       09,068    0       0       0            30        *         12        *         *         12        *         0          //Guardian Pants [ACC Castol, Level +1~4, Luck]
   1       09,069    0       0       0            30        *         12        *         *         12        *         0          //Legendary Pants [ACC Taros, Level +1~4, Luck]
   1       09,070    0       0       0            30        *         12        *         *         12        *         0          //Red Wing Pants [ACC Nemesis, Level +1~4, Luck]
   1       09,071    0       0       0            30        *         12        *         *         12        *         0          //Atlans Pants [ACC Amis, Level +1~4, Luck]
   1       09,072    0       0       0            30        *         12        *         *         12        *         0          //Storm Jahad Pants [ACC Trite, Level +1~4, Luck]
   1       10,000    0       0       0            30        *         12        *         *         12        *         0          //Bronze Gloves [ACC Mist, Level +1~4, Luck]
   1       10,001    0       0       0            30        *         12        *         *         12        *         0          //Dragon Gloves [ACC Hyon, Level +1~4, Luck]
   1       10,002    0       0       0            30        *         12        *         *         12        *         0          //Pad Gloves [ACC Apollo, Level +1~4, Luck]
   1       10,003    0       0       0            30        *         12        *         *         12        *         0          //Legendary Gloves [ACC Anubis, Level +1~4, Luck]
   1       10,004    0       0       0            30        *         12        *         *         12        *         0          //Bone Gloves [ACC Sylion, Level +1~4, Luck]
   1       10,005    0       0       0            30        *         12        *         *         12        *         0          //Leather Gloves [ACC Warrior, Level +1~4, Luck]
   1       10,006    0       0       0            30        *         12        *         *         12        *         0          //Scale Gloves [ACC Berserker, Level +1~4, Luck]
   1       10,007    0       0       0            30        *         12        *         *         12        *         0          //Sphinx Gloves [ACC Heras, Level +1~4, Luck]
   1       10,008    0       0       0            30        *         12        *         *         12        *         0          //Brass Gloves [ACC Garuda, Level +1~4, Luck]
   1       10,009    0       0       0            30        *         12        *         *         12        *         0          //Plate Gloves [ACC Kantata, Level +1~4, Luck]
   1       10,010    0       0       0            30        *         12        *         *         12        *         0          //Vine Gloves [ACC Ceto, Level +1~4, Luck]
   1       10,011    0       0       0            30        *         12        *         *         14        *         0          //Silk Gloves [ACC Gaia/Fase, Level +1~4, Luck]
   1       10,012    0       0       0            30        *         12        *         *         12        *         0          //Wind Gloves [ACC Odin, Level +1~4, Luck]
   1       10,013    0       0       0            30        *         12        *         *         12        *         0          //Spirit Gloves [ACC Argo, Level +1~4, Luck]
   1       10,014    0       0       0            30        *         12        *         *         12        *         0          //Guardian Gloves [ACC Gywen, Level +1~4, Luck]
   1       10,015    0       0       0            30        *         12        *         *         13        *         0          //Storm Crow Gloves [ACC Muren, Level +1~4, Luck]
   1       10,026    0       0       0            30        *         12        *         *         13        *         0          //Adamantine Gloves [ACC Broy, Level +1~4, Luck]
   1       10,040    0       0       0            30        *         12        *         *         14        *         0          //Red Wing Gloves [ACC Chrono/Sedemen, Level +1~4, Luck]
   1       10,062    0       0       0            30        *         12        *         *         12        *         0          //Scale Gloves [ACC Moros, Level +1~4, Luck]
   1       10,063    0       0       0            30        *         12        *         *         12        *         0          //Silk Gloves [ACC Dione, Level +1~4, Luck]
   1       10,064    0       0       0            30        *         12        *         *         12        *         0          //Sphinx Gloves [ACC Hades, Level +1~4, Luck]
   1       10,065    0       0       0            30        *         12        *         *         12        *         0          //Violent Wind Gloves [ACC Ophion, Level +1~4, Luck]
   1       10,066    0       0       0            30        *         12        *         *         12        *         0          //Dark Soul Gloves [ACC Meter, Level +1~4, Luck]
   1       10,067    0       0       0            30        *         12        *         *         12        *         0          //Dragon Gloves [ACC Hegaton, Level +1~4, Luck]
   1       10,068    0       0       0            30        *         12        *         *         12        *         0          //Guardian Gloves [ACC Castol, Level +1~4, Luck]
   1       10,069    0       0       0            30        *         12        *         *         12        *         0          //Legendary Gloves [ACC Taros, Level +1~4, Luck]
   1       10,070    0       0       0            30        *         12        *         *         12        *         0          //Red Wing Gloves [ACC Nemesis, Level +1~4, Luck]
   1       10,071    0       0       0            30        *         12        *         *         12        *         0          //Atlans Gloves [ACC Amis, Level +1~4, Luck]
   1       11,000    0       0       0            30        *         12        *         *         12        *         0          //Bronze Boots [ACC Hyperion, Level +1~4, Luck]
   1       11,001    0       0       0            30        *         12        *         *         12        *         0          //Dragon Boots [ACC Hyon, Level +1~4, Luck]
   1       11,002    0       0       0            30        *         12        *         *         12        *         0          //Pad Boots [ACC Barnake, Level +1~4, Luck]
   1       11,003    0       0       0            30        *         12        *         *         13        *         0          //Legendary Boots [ACC Isis, Level +1~4, Luck]
   1       11,004    0       0       0            30        *         12        *         *         14        *         0          //Bone Boots [ACC Evis/Sylion, Level +1~4, Luck]
   1       11,005    0       0       0            30        *         12        *         *         14        *         0          //Leather Boots [ACC Warrior/Anonymous, Level +1~4, Luck]
   1       11,006    0       0       0            30        *         12        *         *         12        *         0          //Scale Boots [ACC Berserker, Level +1~4, Luck]
   1       11,007    0       0       0            30        *         12        *         *         14        *         0          //Sphinx Boots [ACC Heras/Minet, Level +1~4, Luck]
   1       11,008    0       0       0            30        *         12        *         *         12        *         0          //Brass Boots [ACC Garuda, Level +1~4, Luck]
   1       11,009    0       0       0            30        *         12        *         *         12        *         0          //Plate Boots [ACC Kantata, Level +1~4, Luck]
   1       11,010    0       0       0            30        *         12        *         *         14        *         0          //Vine Boots [ACC Ceto/Drake, Level +1~4, Luck]
   1       11,011    0       0       0            30        *         12        *         *         12        *         0          //Silk Boots [ACC Fase, Level +1~4, Luck]
   1       11,012    0       0       0            30        *         12        *         *         14        *         0          //Wind Boots [ACC Odin/Elvian, Level +1~4, Luck]
   1       11,014    0       0       0            30        *         12        *         *         14        *         0          //Guardian Boots [ACC Gywen/Aruan, Level +1~4, Luck]
   1       11,015    0       0       0            30        *         12        *         *         12        *         0          //Storm Crow Boots [ACC Gaion, Level +1~4, Luck]
   1       11,026    0       0       0            30        *         12        *         *         13        *         0          //Adamantine Boots [ACC Broy, Level +1~4, Luck]
   1       11,040    0       0       0            30        *         12        *         *         13        *         0          //Red Wing Boots [ACC Sedemen, Level +1~4, Luck]
   1       11,059    0       0       0            30        *         12        *         *         12        *         0          //Sacred Fire Boots [ACC Chamer, Level +1~4, Luck]
   1       11,062    0       0       0            30        *         12        *         *         12        *         0          //Scale Boots [ACC Moros, Level +1~4, Luck]
   1       11,063    0       0       0            30        *         12        *         *         12        *         0          //Silk Boots [ACC Dione, Level +1~4, Luck]
   1       11,064    0       0       0            30        *         12        *         *         12        *         0          //Sphinx Boots [ACC Hades, Level +1~4, Luck]
   1       11,065    0       0       0            30        *         12        *         *         12        *         0          //Violent Wind Boots [ACC Ophion, Level +1~4, Luck]
   1       11,066    0       0       0            30        *         12        *         *         12        *         0          //Dark Soul Boots [ACC Meter, Level +1~4, Luck]
   1       11,067    0       0       0            30        *         12        *         *         12        *         0          //Dragon Boots [ACC Hegaton, Level +1~4, Luck]
   1       11,068    0       0       0            30        *         12        *         *         12        *         0          //Guardian Boots [ACC Castol, Level +1~4, Luck]
   1       11,069    0       0       0            30        *         12        *         *         12        *         0          //Legendary Boots [ACC Taros, Level +1~4, Luck]
   1       11,070    0       0       0            30        *         12        *         *         12        *         0          //Red Wing Boots [ACC Nemesis, Level +1~4, Luck]
   1       11,071    0       0       0            30        *         12        *         *         12        *         0          //Atlans Boots [ACC Amis, Level +1~4, Luck]
   1       11,072    0       0       0            30        *         12        *         *         12        *         0          //Storm Jahad Boots [ACC Trite, Level +1~4, Luck]
   1       13,008    0       0       0            30        *         12        *         *         12        *         0          //Ring of Ice [ACC Warrior, Level +1~4, Luck]
   1       13,009    0       0       0            30        *         12        *         *         14        *         0          //Ring of Poison [ACC Kantata/Agnis, Level +1~4, Luck]
   1       13,012    0       0       0            30        *         12        *         *         12        *         0          //Pendant of Lighting [ACC Eplete, Level +1~4, Luck]
   1       13,013    0       0       0            30        *         12        *         *         12        *         0          //Pendant of Fire [ACC Garuda, Level +1~4, Luck]
   1       13,021    0       0       0            30        *         12        *         *         14        *         0          //Ring of Fire [ACC Anubis/Muren, Level +1~4, Luck]
